brand;year;transmission;mileage;fuelType;tax;mpg;engineSize;price
merc;2019;Automatic;2817;Diesel;145.0;47.9;2.9;45636
ford;2020;Manual;1879;Petrol;145.0;50.4;1.0;21999
audi;2018;Automatic;13121;Petrol;145.0;32.5;2.9;42000
merc;2016;Manual;34132;Petrol;145.0;48.7;1.6;16299
vauxhall;2019;Manual;839;Diesel;145.0;53.3;1.5;17299
bmw;2020;Semi-Auto;30;Petrol;145.0;34.0;3.0;48000
ford;2019;Manual;10012;Diesel;150.0;35.3;2.0;24000
vw;2017;Manual;34217;Diesel;145.0;53.3;2.0;14728
merc;2019;Automatic;100;Diesel;145.0;36.7;2.0;46895
toyota;2017;Semi-Auto;25050;Petrol;200.0;42.8;1.8;12990
merc;2013;Automatic;43150;Petrol;200.0;43.5;1.8;12995
vw;2019;Automatic;5000;Diesel;260.0;33.6;3.0;32290
audi;2019;Automatic;8787;Diesel;145.0;32.8;3.0;56996
vw;2014;Manual;40830;Petrol;235.0;38.7;2.0;10700
bmw;2019;Semi-Auto;2218;Petrol;145.0;33.6;3.0;50390
ford;2002;Manual;108000;Petrol;230.0;38.2;1.7;2195
hyundi;2017;Semi-Auto;41429;Diesel;145.0;42.8;2.2;18894
merc;2013;Automatic;65000;Diesel;150.0;54.3;2.1;12000
vauxhall;2018;Manual;4541;Diesel;145.0;53.3;1.5;13990
toyota;2017;Manual;22640;Diesel;20.0;67.3;1.6;11645
ford;2017;Manual;5094;Diesel;145.0;64.2;1.5;12998
ford;2012;Manual;86667;Petrol;30.0;57.7;1.2;3491
toyota;2015;Manual;42238;Diesel;30.0;62.8;2.0;9065
merc;2016;Automatic;16000;Diesel;300.0;36.2;3.0;36500
toyota;2019;Automatic;464;Hybrid;135.0;61.4;1.8;23498
hyundi;2019;Semi-Auto;130;Diesel;145.0;42.8;2.2;31995
vw;2019;Manual;11334;Diesel;145.0;65.7;2.0;23650
bmw;2019;Semi-Auto;8310;Diesel;145.0;42.8;2.0;36390
hyundi;2002;Manual;94000;Petrol;325.0;30.4;2.4;1200
ford;2017;Manual;36947;Diesel;125.0;56.5;2.0;18979
merc;2014;Automatic;45000;Diesel;30.0;62.8;2.1;15990
audi;2015;Semi-Auto;60457;Petrol;300.0;34.9;2.5;26995
ford;2016;Semi-Auto;42086;Petrol;570.0;23.5;5.0;24999
skoda;2020;Manual;747;Petrol;145.0;50.4;1.0;14985
vw;2017;Manual;18688;Petrol;150.0;52.3;1.4;13990
bmw;2019;Automatic;9210;Diesel;145.0;42.8;2.0;39990
vauxhall;2019;Manual;2072;Petrol;145.0;42.2;1.2;14591
bmw;2017;Semi-Auto;20750;Petrol;300.0;34.0;3.0;34950
bmw;2019;Automatic;4509;Diesel;145.0;34.9;3.0;59991
ford;2017;Manual;15000;Diesel;145.0;46.3;2.0;19990
vw;2011;Manual;60200;Diesel;125.0;58.9;2.0;5995
vw;2015;Manual;45500;Diesel;160.0;49.6;2.0;13590
vw;2019;Automatic;6000;Diesel;145.0;60.1;2.0;27990
vw;2014;Manual;37864;Petrol;145.0;47.9;1.2;8311
merc;2002;Automatic;61400;Petrol;325.0;30.0;2.3;3990
ford;2015;Manual;38622;Petrol;30.0;57.7;1.2;4500
ford;2019;Manual;207;Petrol;145.0;50.4;1.0;20800
merc;2019;Semi-Auto;14086;Diesel;145.0;45.6;2.2;38995
ford;2009;Manual;85000;Petrol;30.0;55.4;1.2;1954
merc;2018;Automatic;14505;Petrol;145.0;50.4;1.6;20699
hyundi;2016;Manual;21152;Diesel;30.0;64.2;1.6;9000
bmw;2017;Semi-Auto;21431;Petrol;150.0;34.0;3.0;37970
ford;2013;Manual;51000;Petrol;30.0;57.7;1.2;4490
hyundi;2014;Manual;55000;Diesel;200.0;46.3;2.2;14500
ford;2015;Manual;47904;Diesel;125.0;56.5;1.6;9295
ford;2017;Semi-Auto;34270;Diesel;145.0;47.9;2.0;20495
skoda;2015;Manual;37500;Diesel;30.0;64.2;1.6;8490
bmw;2015;Semi-Auto;37724;Petrol;325.0;32.5;3.0;29490
hyundi;2019;Automatic;10903;Diesel;145.0;39.2;2.2;32450
skoda;2018;Manual;11154;Petrol;145.0;61.4;1.0;9791
vw;2019;Semi-Auto;9277;Diesel;145.0;54.3;2.0;18795
toyota;2020;Manual;516;Petrol;150.0;33.2;2.0;27998
merc;2018;Automatic;8376;Petrol;145.0;36.2;3.0;41495
ford;2016;Manual;27703;Petrol;30.0;57.7;1.2;5999
hyundi;2014;Manual;22632;Diesel;145.0;53.3;1.7;8990
skoda;2016;Manual;45895;Petrol;30.0;57.7;1.2;7795
merc;2016;Automatic;30500;Petrol;205.0;40.9;2.0;28944
vw;2008;Manual;111000;Diesel;155.0;48.7;2.0;2295
ford;2017;Manual;48934;Petrol;150.0;54.3;1.0;10998
ford;2017;Manual;8764;Diesel;30.0;64.2;1.5;12850
ford;2019;Automatic;3000;Diesel;145.0;40.4;2.0;23995
toyota;2019;Automatic;5633;Diesel;145.0;38.7;2.0;27990
hyundi;2018;Automatic;32383;Diesel;145.0;28.0;2.5;15995
hyundi;2016;Manual;40741;Diesel;30.0;65.7;1.7;9798
ford;2017;Manual;53296;Diesel;30.0;64.2;1.5;7994
bmw;2015;Automatic;43323;Hybrid;0.0;134.5;1.5;44990
merc;2016;Semi-Auto;33000;Diesel;300.0;37.2;3.0;36495
vw;2019;Semi-Auto;7000;Petrol;145.0;47.1;2.0;28995
bmw;2017;Semi-Auto;7500;Petrol;150.0;35.3;4.4;38950
vw;2018;Semi-Auto;8019;Diesel;145.0;47.9;2.0;25499
ford;2016;Semi-Auto;28860;Diesel;200.0;47.9;2.0;20595
bmw;2020;Semi-Auto;10;Petrol;145.0;38.7;2.0;33490
vauxhall;2019;Manual;6526;Petrol;145.0;42.2;1.2;13887
vw;2011;Manual;80000;Diesel;30.0;62.8;2.0;6975
vw;2018;Automatic;20159;Petrol;145.0;47.1;2.0;20990
ford;2018;Manual;6959;Diesel;145.0;46.3;2.0;21980
vw;2017;Manual;37835;Diesel;30.0;53.3;2.0;15601
merc;2019;Semi-Auto;9955;Diesel;145.0;52.3;3.0;48896
merc;2017;Manual;31555;Diesel;20.0;67.3;2.1;17999
toyota;2017;Automatic;23056;Hybrid;0.0;94.1;1.8;17995
vw;2017;Automatic;51214;Diesel;260.0;36.2;3.0;23990
audi;2015;Semi-Auto;52891;Diesel;205.0;47.9;3.0;19999
merc;2019;Semi-Auto;8365;Diesel;145.0;52.3;3.0;48499
skoda;2019;Manual;3100;Petrol;145.0;47.9;1.0;17990
vw;2019;Semi-Auto;14028;Diesel;145.0;32.8;2.0;28995
bmw;2014;Manual;22080;Petrol;205.0;41.5;2.0;13498
skoda;2019;Semi-Auto;5900;Diesel;145.0;54.3;1.6;21501
merc;2019;Automatic;9000;Diesel;145.0;38.7;2.0;29990
hyundi;2015;Manual;64925;Diesel;165.0;51.4;2.0;8298
hyundi;2016;Automatic;29448;Diesel;260.0;41.5;2.2;16499
merc;2019;Semi-Auto;369;Diesel;145.0;52.3;3.0;54999
vauxhall;2009;Manual;62000;Petrol;125.0;51.4;1.2;2995
bmw;2018;Semi-Auto;7427;Diesel;145.0;40.9;3.0;39990
ford;2019;Manual;3000;Petrol;145.0;50.4;1.0;25820
hyundi;2018;Manual;32235;Diesel;145.0;28.0;2.5;15998
audi;2019;Automatic;1932;Diesel;145.0;35.8;3.0;53750
ford;2016;Automatic;52000;Diesel;200.0;47.9;2.0;20799
hyundi;2017;Automatic;19825;Petrol;160.0;43.5;1.6;10290
bmw;2020;Semi-Auto;10;Petrol;150.0;38.7;2.0;31895
skoda;2019;Manual;4500;Diesel;145.0;56.5;1.6;15795
ford;2017;Manual;7219;Diesel;30.0;64.2;1.5;14498
vw;2019;Automatic;4867;Petrol;145.0;32.8;2.0;26880
hyundi;2016;Manual;17611;Petrol;125.0;50.4;1.4;8590
skoda;2016;Manual;13757;Petrol;125.0;51.4;1.2;11355
hyundi;2018;Automatic;17167;Petrol;145.0;43.5;1.6;10990
bmw;2019;Semi-Auto;5239;Petrol;145.0;34.0;3.0;46995
skoda;2020;Manual;2217;Petrol;145.0;49.6;1.0;16750
ford;2017;Manual;20064;Petrol;30.0;54.3;1.0;11700
hyundi;2018;Automatic;33587;Diesel;145.0;28.0;2.5;16990
merc;2019;Semi-Auto;375;Diesel;145.0;52.3;3.0;48998
vw;2018;Semi-Auto;28977;Diesel;145.0;47.9;2.0;21900
merc;2015;Semi-Auto;33059;Diesel;300.0;39.2;3.0;24480
hyundi;2015;Manual;22000;Diesel;20.0;67.3;1.7;8495
bmw;2013;Automatic;44176;Diesel;300.0;37.7;3.0;17999
ford;2019;Manual;1390;Diesel;145.0;61.4;1.5;20000
merc;2012;Automatic;66880;Diesel;200.0;46.3;3.0;12490
toyota;2015;Automatic;25360;Hybrid;10.0;64.2;1.8;23995
vw;2011;Manual;43000;Petrol;185.0;41.5;1.4;7195
ford;2019;Manual;21529;Diesel;145.0;32.5;2.0;18990
skoda;2020;Semi-Auto;1000;Petrol;145.0;43.5;1.5;23750
vw;2012;Manual;26142;Diesel;200.0;48.7;1.6;9995
vauxhall;2015;Manual;63605;Diesel;30.0;65.7;1.6;6995
bmw;2019;Semi-Auto;1135;Diesel;145.0;40.4;3.0;58940
ford;2008;Manual;77000;Petrol;200.0;43.5;1.3;1550
toyota;2019;Manual;588;Diesel;145.0;40.4;2.0;24498
vw;2015;Manual;46027;Diesel;20.0;55.4;2.0;11498
vw;2015;Manual;35212;Diesel;30.0;65.7;1.6;8995
merc;2001;Automatic;91000;Petrol;325.0;30.0;2.3;3950
hyundi;2019;Automatic;14778;Diesel;145.0;39.8;2.2;28995
bmw;2019;Automatic;2460;Petrol;145.0;34.0;3.0;46000
hyundi;2018;Manual;17755;Diesel;145.0;67.3;1.7;11985
bmw;2019;Semi-Auto;5656;Diesel;150.0;42.8;2.0;34990
bmw;2019;Semi-Auto;7272;Diesel;150.0;42.8;2.0;33998
toyota;2017;Semi-Auto;21000;Diesel;150.0;38.2;2.8;33870
vw;2015;Manual;49853;Diesel;20.0;55.4;2.0;11000
ford;2017;Manual;50446;Diesel;125.0;56.5;2.0;16990
merc;2014;Automatic;34534;Petrol;200.0;42.8;2.0;15965
ford;2016;Manual;22704;Diesel;200.0;44.8;2.0;16700
hyundi;2017;Manual;15773;Petrol;145.0;50.4;1.4;9450
ford;2015;Manual;94000;Diesel;125.0;58.9;1.6;8995
merc;2000;Automatic;113237;Petrol;270.0;27.2;3.2;3990
bmw;2016;Automatic;32449;Diesel;160.0;51.4;3.0;18450
merc;2019;Automatic;4320;Diesel;145.0;52.3;3.0;52950
ford;2017;Manual;22888;Petrol;30.0;54.3;1.0;10990
bmw;2015;Automatic;44147;Diesel;200.0;47.9;3.0;20000
hyundi;2015;Manual;59238;Diesel;145.0;54.3;1.7;8250
hyundi;2017;Manual;17393;Diesel;145.0;65.7;1.7;11485
hyundi;2015;Manual;59817;Diesel;145.0;54.3;1.7;7885
ford;2015;Manual;115613;Diesel;125.0;58.9;1.6;6499
vauxhall;2016;Manual;40646;Petrol;160.0;47.1;1.4;8998
toyota;2013;Automatic;56077;Hybrid;10.0;64.2;1.8;16500
ford;2019;Manual;15097;Diesel;145.0;56.5;1.5;16750
bmw;2016;Semi-Auto;16761;Petrol;200.0;41.5;2.0;17732
merc;2015;Manual;47003;Petrol;205.0;41.5;1.8;13400
audi;2019;Semi-Auto;6000;Diesel;145.0;48.7;2.0;33000
bmw;2015;Semi-Auto;26797;Diesel;160.0;49.6;3.0;23552
audi;2019;Automatic;5000;Petrol;145.0;37.7;3.0;42989
ford;2020;Manual;2396;Petrol;145.0;49.6;1.0;25000
vw;2019;Automatic;3412;Diesel;260.0;27.7;3.0;39999
toyota;2019;Automatic;18645;Diesel;260.0;36.2;2.4;31198
ford;2016;Automatic;13642;Diesel;30.0;58.9;1.5;10500
merc;2015;Automatic;51081;Diesel;325.0;36.2;3.0;28975
vw;2018;Semi-Auto;20810;Petrol;145.0;47.1;2.0;19998
bmw;2017;Semi-Auto;37114;Diesel;200.0;47.9;3.0;26191
vw;2014;Manual;33391;Diesel;30.0;65.7;1.6;7930
ford;2011;Manual;64304;Petrol;30.0;57.7;1.2;3000
bmw;2014;Automatic;29178;Diesel;160.0;50.4;3.0;16999
audi;2017;Automatic;17283;Petrol;150.0;29.4;4.0;59900
vauxhall;2016;Manual;26342;Petrol;160.0;47.1;1.4;7190
vauxhall;2016;Manual;13000;Diesel;160.0;49.6;1.6;13988
skoda;2017;Semi-Auto;11000;Petrol;125.0;51.4;1.2;14499
merc;2019;Manual;20578;Diesel;145.0;46.3;2.1;17699
audi;2006;Automatic;104000;Diesel;325.0;33.6;3.0;5595
ford;2017;Manual;41269;Diesel;145.0;44.8;2.0;17998
vw;2019;Automatic;7500;Diesel;265.0;28.3;3.0;37495
vw;2019;Semi-Auto;3000;Petrol;145.0;40.4;1.5;27995
toyota;2018;Automatic;12276;Diesel;265.0;36.2;2.4;21998
merc;2019;Semi-Auto;3380;Diesel;145.0;52.3;3.0;55890
hyundi;2019;Semi-Auto;7119;Diesel;145.0;39.2;2.2;32995
ford;2016;Manual;28043;Diesel;160.0;48.7;2.0;18990
vauxhall;2017;Manual;67928;Diesel;150.0;65.7;1.6;7298
hyundi;2018;Manual;31312;Diesel;145.0;31.7;0.0;15500
vw;2019;Manual;4487;Diesel;145.0;46.3;2.0;24500
bmw;2019;Semi-Auto;3003;Diesel;145.0;33.6;3.0;64400
bmw;2014;Manual;31000;Petrol;200.0;41.5;2.0;12490
toyota;2019;Automatic;10732;Hybrid;135.0;52.3;2.5;25990
bmw;2017;Automatic;68689;Diesel;145.0;54.3;2.0;18999
toyota;2019;Manual;10;Diesel;145.0;40.4;2.0;25200
ford;2018;Manual;25546;Diesel;145.0;61.4;1.5;12298
ford;2017;Manual;38967;Petrol;30.0;54.3;1.0;10500
merc;2019;Semi-Auto;1000;Diesel;145.0;52.3;3.0;67109
audi;2019;Semi-Auto;5978;Diesel;150.0;30.7;4.0;83995
merc;2013;Automatic;66000;Diesel;30.0;62.8;2.1;14400
vauxhall;2019;Manual;4;Petrol;145.0;42.2;1.2;13495
toyota;2016;Automatic;10000;Hybrid;0.0;85.6;1.8;19500
toyota;2004;Automatic;160000;Diesel;325.0;31.4;3.0;5975
hyundi;2016;Automatic;4210;Petrol;165.0;43.5;1.6;9500
ford;2019;Semi-Auto;3802;Diesel;145.0;54.3;2.0;28500
ford;2019;Semi-Auto;1521;Diesel;145.0;37.2;2.0;32500
skoda;2017;Automatic;12000;Petrol;145.0;51.4;1.2;12650
toyota;2015;Automatic;22447;Hybrid;0.0;68.9;1.8;19723
ford;2019;Semi-Auto;7999;Diesel;145.0;37.2;2.0;29999
skoda;2019;Semi-Auto;430;Petrol;145.0;47.1;1.0;16990
ford;2017;Manual;32058;Diesel;30.0;64.2;1.5;10200
hyundi;2016;Manual;32696;Diesel;200.0;46.3;2.2;15995
vw;2017;Semi-Auto;30874;Petrol;145.0;47.1;2.0;18700
toyota;2016;Automatic;31182;Hybrid;0.0;85.6;1.8;17500
ford;2012;Manual;64237;Petrol;235.0;39.2;1.6;7985
vw;2019;Automatic;5466;Diesel;265.0;33.6;3.0;35995
ford;2019;Manual;3068;Petrol;145.0;50.4;1.0;19990
hyundi;2018;Semi-Auto;10500;Diesel;145.0;39.8;2.2;28490
vw;2019;Manual;100;Diesel;145.0;52.3;2.0;23950
hyundi;2015;Automatic;21900;Petrol;165.0;43.5;1.6;9990
hyundi;2017;Semi-Auto;16686;Diesel;235.0;42.8;2.2;20999
vw;2014;Manual;30323;Diesel;150.0;55.4;2.0;12751
toyota;2017;Automatic;24972;Petrol;200.0;42.8;1.8;13495
skoda;2020;Manual;2500;Petrol;145.0;47.9;1.0;18299
vw;2016;Manual;32001;Diesel;20.0;55.4;2.0;14698
hyundi;2015;Manual;47049;Diesel;160.0;51.4;2.0;9398
skoda;2020;Automatic;100;Petrol;145.0;44.8;1.5;19480
bmw;2016;Automatic;35446;Hybrid;0.0;470.8;0.0;16500
toyota;2017;Semi-Auto;34580;Diesel;305.0;38.2;2.8;36450
toyota;2016;Manual;44098;Diesel;30.0;62.8;1.6;9950
ford;2017;Manual;20999;Diesel;125.0;56.5;2.0;19995
vw;2019;Semi-Auto;5434;Diesel;145.0;33.6;2.0;42999
hyundi;2015;Manual;33910;Petrol;200.0;41.5;1.6;9891
audi;2013;Manual;19834;Petrol;570.0;19.6;4.2;47995
toyota;2018;Automatic;15191;Diesel;150.0;38.2;2.8;41499
vw;2019;Automatic;6739;Diesel;260.0;33.2;2.0;57991
merc;2004;Manual;51566;Petrol;325.0;30.7;2.0;4990
ford;2017;Manual;39494;Diesel;30.0;64.2;1.5;13200
vauxhall;2014;Semi-Auto;62308;Diesel;330.0;33.2;2.2;6580
vauxhall;2016;Manual;29652;Diesel;160.0;50.4;1.6;12995
ford;2020;Manual;4998;Petrol;145.0;50.4;1.0;20491
audi;2018;Automatic;23996;Petrol;145.0;32.1;2.9;49950
ford;2019;Semi-Auto;9513;Diesel;145.0;46.3;2.0;27700
merc;2018;Semi-Auto;2286;Petrol;145.0;40.9;3.0;56000
vw;2016;Semi-Auto;13200;Diesel;30.0;62.8;2.0;15499
ford;2017;Semi-Auto;15349;Diesel;200.0;47.9;2.0;22099
skoda;2020;Semi-Auto;100;Petrol;145.0;45.6;1.5;18545
toyota;2018;Manual;31231;Petrol;150.0;36.2;2.0;18490
merc;2018;Automatic;7820;Diesel;260.0;31.4;3.0;37495
bmw;2015;Semi-Auto;37249;Petrol;300.0;34.0;3.0;34269
ford;2016;Manual;17081;Petrol;30.0;57.7;1.2;5990
ford;2018;Manual;32038;Diesel;145.0;64.2;1.5;11176
merc;2020;Automatic;1000;Petrol;145.0;44.8;1.3;29998
merc;2016;Semi-Auto;23629;Diesel;145.0;56.5;2.1;20699
ford;2012;Manual;47000;Petrol;30.0;57.7;1.2;4290
audi;2017;Semi-Auto;38519;Diesel;145.0;52.3;3.0;24500
bmw;2017;Automatic;31328;Diesel;145.0;51.4;3.0;26500
vw;2014;Manual;1;Diesel;20.0;67.3;1.6;7985
ford;2015;Manual;43544;Petrol;30.0;57.7;1.2;4775
skoda;2019;Manual;1000;Petrol;145.0;47.9;1.0;17150
merc;2017;Automatic;33000;Diesel;145.0;44.6;2.1;29950
ford;2016;Automatic;27571;Diesel;30.0;58.9;1.5;11390
ford;2012;Manual;39653;Petrol;235.0;39.2;1.6;8773
skoda;2019;Automatic;2356;Petrol;145.0;45.6;1.5;16000
bmw;2019;Automatic;123;Petrol;145.0;26.9;3.0;47480
hyundi;2017;Manual;30458;Petrol;150.0;50.4;1.4;8690
merc;2017;Semi-Auto;26747;Diesel;145.0;51.4;3.0;23980
vw;2011;Automatic;45000;Diesel;325.0;34.4;2.0;22995
vw;2017;Semi-Auto;17955;Diesel;125.0;58.9;2.0;15490
merc;2016;Automatic;54761;Diesel;125.0;56.6;2.1;15750
skoda;2019;Semi-Auto;3500;Petrol;145.0;45.6;1.5;18500
bmw;2019;Automatic;2380;Petrol;145.0;26.9;3.0;43500
merc;2004;Automatic;62744;Petrol;325.0;30.7;2.0;4990
merc;2010;Automatic;38000;Petrol;570.0;19.5;6.2;26990
hyundi;2017;Manual;30956;Diesel;200.0;47.1;2.2;17995
toyota;2019;Automatic;722;Hybrid;140.0;64.2;1.8;23998
ford;2019;Manual;2000;Diesel;145.0;55.4;2.0;22950
vauxhall;2019;Manual;8001;Diesel;150.0;53.3;1.5;14998
vw;2019;Semi-Auto;25;Diesel;145.0;50.4;2.0;26998
vw;2016;Manual;65318;Diesel;20.0;65.7;2.0;8690
ford;2013;Manual;35708;Petrol;30.0;57.7;1.2;3895
audi;2018;Automatic;29000;Petrol;150.0;35.8;3.0;29995
merc;2015;Automatic;76000;Diesel;200.0;48.7;3.0;22250
merc;2001;Automatic;108800;Diesel;325.0;31.7;3.2;1695
bmw;2017;Automatic;41543;Diesel;150.0;54.3;2.0;22670
vauxhall;2019;Manual;10048;Diesel;145.0;53.3;1.5;13798
bmw;2019;Semi-Auto;6170;Diesel;145.0;40.9;3.0;39263
audi;2018;Automatic;4284;Petrol;145.0;37.7;3.0;38500
vw;2019;Semi-Auto;8605;Diesel;150.0;32.8;2.0;29730
audi;2019;Automatic;1000;Diesel;145.0;32.8;3.0;67990
merc;2016;Semi-Auto;29726;Diesel;30.0;70.6;2.0;17480
vw;2019;Semi-Auto;3818;Diesel;145.0;46.3;2.0;19999
hyundi;2019;Manual;30;Diesel;145.0;54.3;1.6;16000
bmw;2019;Semi-Auto;10910;Diesel;150.0;42.8;2.0;42450
audi;2016;Semi-Auto;42000;Petrol;160.0;43.5;2.0;20950
skoda;2019;Manual;2900;Petrol;145.0;49.6;1.0;14995
hyundi;2016;Automatic;3000;Petrol;160.0;43.5;1.6;9995
hyundi;2017;Automatic;27185;Petrol;160.0;43.5;1.6;9690
ford;2014;Manual;24962;Petrol;30.0;57.7;1.2;5399
ford;2018;Automatic;8633;Diesel;145.0;47.9;2.0;26995
hyundi;2013;Manual;26454;Diesel;145.0;48.7;1.7;8199
audi;2017;Automatic;24575;Petrol;145.0;34.0;3.0;38950
skoda;2020;Manual;1000;Petrol;145.0;49.6;1.0;17495
vw;2019;Semi-Auto;2544;Diesel;145.0;32.8;2.0;42900
vw;2019;Automatic;4635;Diesel;145.0;38.7;2.0;27989
merc;2018;Manual;26276;Diesel;145.0;46.3;2.1;19498
vauxhall;2015;Manual;49523;Diesel;125.0;60.1;2.0;7627
ford;2017;Manual;9000;Diesel;145.0;64.2;1.5;24500
vw;2016;Manual;14382;Petrol;165.0;43.5;2.0;14980
vauxhall;2015;Manual;65000;Diesel;240.0;44.1;2.2;7000
hyundi;2007;Manual;57000;Petrol;125.0;51.4;1.1;1995
ford;2017;Manual;9975;Diesel;145.0;48.7;2.0;21333
ford;2018;Automatic;11007;Diesel;145.0;37.2;2.0;32000
ford;2017;Manual;65853;Diesel;160.0;48.7;2.0;16999
hyundi;2011;Manual;75617;Diesel;145.0;48.7;1.7;5490
vw;2016;Manual;35692;Diesel;20.0;55.4;2.0;12990
vw;2018;Automatic;35000;Diesel;260.0;36.2;3.0;23500
ford;2017;Manual;22017;Diesel;160.0;48.7;2.0;18999
hyundi;2019;Manual;30;Diesel;145.0;54.3;1.6;16000
toyota;2018;Manual;26411;Diesel;265.0;40.4;2.4;18498
vw;2020;Manual;752;Diesel;145.0;46.3;2.0;26950
vw;2019;Automatic;9200;Diesel;150.0;32.8;2.0;38500
merc;2019;Semi-Auto;7038;Diesel;145.0;47.9;2.9;42999
vauxhall;2019;Manual;9726;Diesel;145.0;53.3;1.5;13798
vw;2015;Manual;50000;Petrol;300.0;34.9;2.0;14990
vw;2019;Semi-Auto;5807;Diesel;145.0;44.1;2.0;24990
audi;2016;Automatic;40674;Diesel;125.0;61.4;3.0;20200
merc;2019;Semi-Auto;3354;Diesel;145.0;48.7;2.9;38500
merc;2019;Automatic;18603;Diesel;145.0;48.7;2.1;20750
hyundi;2019;Manual;21457;Diesel;145.0;31.7;2.5;16199
skoda;2014;Manual;72500;Diesel;150.0;55.4;2.0;6990
skoda;2016;Semi-Auto;49000;Petrol;30.0;58.9;1.4;7790
ford;2010;Manual;38000;Petrol;30.0;55.4;1.2;2999
merc;2007;Automatic;104000;Diesel;570.0;28.8;3.0;7340
bmw;2019;Semi-Auto;1921;Petrol;145.0;32.5;3.0;46000
skoda;2020;Semi-Auto;2500;Petrol;145.0;43.5;1.5;21750
audi;2014;Automatic;61140;Diesel;200.0;47.9;3.0;14086
vw;2016;Automatic;41978;Diesel;260.0;35.3;2.0;16500
ford;2008;Manual;174000;Diesel;220.0;44.8;1.8;3995
toyota;2016;Automatic;37000;Hybrid;0.0;85.6;1.8;20000
toyota;2019;Automatic;3000;Hybrid;135.0;52.3;2.5;26990
ford;2018;Manual;34350;Diesel;145.0;56.5;2.0;17979
bmw;2016;Semi-Auto;50944;Diesel;205.0;47.9;3.0;21950
vw;2015;Manual;25751;Petrol;125.0;52.3;1.4;12991
vauxhall;2019;Manual;2048;Diesel;145.0;53.3;1.5;19995
bmw;2017;Automatic;26000;Diesel;145.0;49.6;3.0;24622
ford;2018;Manual;14292;Diesel;145.0;32.5;2.0;20000
bmw;2016;Automatic;4550;Petrol;300.0;33.2;3.0;76990
vw;2016;Automatic;28902;Diesel;125.0;53.3;2.0;13800
audi;2018;Automatic;2490;Petrol;145.0;37.7;3.0;38990
hyundi;2017;Manual;9760;Diesel;150.0;64.2;1.6;8690
vauxhall;2013;Manual;53469;Diesel;240.0;44.1;2.2;6999
ford;2012;Manual;57500;Petrol;30.0;57.7;1.2;4500
ford;2018;Manual;2500;Diesel;145.0;32.5;2.0;19995
merc;2019;Semi-Auto;5053;Diesel;145.0;48.7;2.9;40532
merc;2018;Automatic;11366;Diesel;265.0;31.4;3.0;33991
merc;2011;Automatic;88559;Diesel;200.0;46.3;3.0;11995
vauxhall;2019;Manual;8707;Diesel;145.0;53.3;1.5;15393
skoda;2018;Manual;15258;Petrol;145.0;61.4;1.0;10895
toyota;2017;Manual;31756;Diesel;145.0;62.8;1.6;11498
ford;2017;Automatic;12000;Petrol;145.0;20.8;5.0;32990
audi;2014;Automatic;69743;Diesel;200.0;47.9;3.0;14840
merc;2003;Automatic;185000;Petrol;330.0;17.8;4.3;3495
vw;2020;Semi-Auto;1500;Diesel;150.0;33.6;2.0;45990
hyundi;2017;Manual;26306;Diesel;205.0;47.1;2.2;19500
vw;2016;Manual;32628;Diesel;20.0;55.4;2.0;15000
hyundi;2014;Manual;59247;Diesel;145.0;53.3;1.7;7777
skoda;2019;Semi-Auto;1000;Petrol;145.0;43.5;1.5;23999
ford;2017;Semi-Auto;43745;Diesel;200.0;47.9;2.0;19303
hyundi;2019;Automatic;20;Diesel;145.0;39.8;2.2;32489
audi;2020;Semi-Auto;1500;Diesel;145.0;32.8;3.0;61795
vw;2017;Automatic;32387;Petrol;150.0;38.7;2.0;21469
bmw;2019;Automatic;15;Diesel;145.0;34.9;3.0;58900
skoda;2019;Semi-Auto;10;Petrol;145.0;44.1;1.5;20390
ford;2017;Manual;24151;Diesel;145.0;48.7;2.0;20499
audi;2016;Semi-Auto;26930;Petrol;300.0;34.9;2.5;29350
hyundi;2019;Semi-Auto;2251;Diesel;145.0;40.9;2.2;31680
bmw;2020;Semi-Auto;5;Petrol;145.0;42.8;2.0;34490
skoda;2019;Semi-Auto;6000;Petrol;145.0;45.6;1.5;16990
bmw;2019;Semi-Auto;3452;Petrol;150.0;34.0;3.0;53995
toyota;2015;Manual;11653;Diesel;30.0;62.8;2.0;10399
merc;2019;Automatic;22000;Diesel;260.0;31.4;3.0;40990
vauxhall;2013;Automatic;31090;Petrol;145.0;49.6;1.2;5990
merc;2019;Automatic;2772;Diesel;145.0;52.3;3.0;48750
merc;2019;Semi-Auto;6675;Diesel;145.0;48.7;3.0;60849
merc;2016;Automatic;27000;Diesel;160.0;50.4;3.0;30000
audi;2011;Automatic;64675;Diesel;145.0;55.4;3.0;12999
audi;2019;Automatic;6000;Diesel;145.0;32.8;3.0;61990
merc;2016;Semi-Auto;35474;Diesel;165.0;51.4;3.0;21498
merc;2018;Automatic;3942;Diesel;145.0;48.7;2.9;32950
hyundi;2015;Manual;29000;Petrol;125.0;50.4;1.4;7495
hyundi;2017;Manual;12704;Petrol;145.0;50.4;1.4;9795
vauxhall;2019;Manual;6000;Diesel;145.0;53.3;1.5;20890
vauxhall;2016;Manual;51300;Petrol;205.0;42.2;1.4;8999
vauxhall;2016;Manual;26397;Petrol;165.0;47.1;1.4;9480
bmw;2015;Semi-Auto;42932;Petrol;555.0;28.5;4.4;24310
